Special,Title,Date,Description,URL
,,"Mon, 13 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept13th.mp3
,,"Tue, 14 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept14th.mp3
,,"Wed, 15 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept15th.mp3
,,"Thu, 16 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept16th.mp3
,,"Fri, 17 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept17th.mp3
,,"Mon, 20 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept20th.mp3
,,"Tue, 21 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept21st.mp3
,,"Wed, 22 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept22nd.mp3
,,"Fri, 24 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept24th.mp3
,,"Mon, 27 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept27th.mp3
,,"Tue, 28 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept28th.mp3
,,"Wed, 29 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept29th.mp3
,,"Thu, 30 Sep",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Sept30th.mp3
,,"Fri, 01 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct1st.mp3
,,"Tue, 05 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct5th.mp3
,,"Wed, 06 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct6th.mp3
,,"Thu, 07 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct7th.mp3
,,"Fri, 08 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct8th.mp3
,,"Mon, 11 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct11th.mp3
,,"Tue, 12 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct12th.mp3
,,"Wed, 13 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct13th.mp3
,,"Thu, 14 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct14th.mp3
,,"Fri, 15 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct15th.mp3
,,"Mon, 18 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct18th.mp3
,,"Tue, 19 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct19th.mp3
,,"Wed, 20 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct20th.mp3
,,"Thu, 21 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct21st.mp3
,,"Fri, 22 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct22nd.mp3
,,"Tue, 26 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct26th.mp3
,,"Wed, 27 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct27th.mp3
,,"Fri, 29 Oct",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Oct29th.mp3
,,"Mon, 01 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov1st.mp3
,,"Tue, 02 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov2nd.mp3
,,"Wed, 03 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov3rd.mp3
,,"Thu, 04 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov4th.mp3
,,"Fri, 05 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov5th.mp3
,,"Mon, 08 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov8th.mp3
,,"Tue, 09 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov9th.mp3
,,"Wed, 10 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov10th.mp3
,,"Thu, 11 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov11th.mp3
,,"Fri, 12 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov12th.mp3
,,"Mon, 15 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov15th.mp3
,,"Tue, 16 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov16th.mp3
,,"Wed, 17 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov17th.mp3
,,"Thu, 18 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov18th.mp3
,,"Fri, 19 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov19th.mp3
,,"Mon, 22 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov22nd.mp3
,,"Tue, 23 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov23rd.mp3
,,"Thu, 25 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov25th.mp3
,,"Fri, 26 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov26th.mp3
,,"Mon, 29 Nov",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Nov29th.mp3
,,"Wed, 01 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec1st.mp3
,,"Thu, 02 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec2nd.mp3
,,"Fri, 03 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec3rd.mp3
,,"Mon, 06 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec6th.mp3
,,"Tue, 07 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec7th.mp3
,,"Wed, 08 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec8th.mp3
,,"Thu, 09 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec9th.mp3
,,"Fri, 10 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec10th.mp3
,,"Mon, 13 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec13th.mp3
,,"Tue, 14 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec14th.mp3
,,"Wed, 15 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec15th.mp3
,,"Thu, 16 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec16th.mp3
,,"Mon, 20 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec20th.mp3
,,"Wed, 22 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec22nd.mp3
,,"Thu, 23 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec23rd.mp3
,,"Fri, 24 Dec",,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD10_Dec24th.mp3
